13,21
618,24
777,9
397,1
470,14
479,3
715,10
659,4
310,8
383,8
399,2
91,28
749,16
123,28
341,15
199,3
743,3
722,16
572,39
395,14
93,3
391,17
251,1
259,38
41,10
347,1
254,24
82,14
472,11
771,1
587,1
97,28
166,31
671,12
340,9
111,26
382,8
156,11
87,10
317,12
698,29
296,42
344,31
764,8
140,32
683,1
417,14
264,16
418,11
292,10
765,30
324,47
131,8
392,9
440,1
122,3
40,16
794,11
7,24
520,10
553,10
152,19
71,8
375,11
308,10
25,8
592,3
378,32
66,28
144,17
346,42
761,18
606,1
336,22
402,43
332,39
478,32
762,18
357,14
781,22
575,15
129,44
5,16
244,32
76,31
125,9
277,16
83,7
238,1
388,44
697,39
768,15
655,30
637,11
427,28
676,11
460,3
167,17
65,45
588,32
80,3
419,4
32,46
617,30
401,23
293,11
682,17
214,27
723,3
61,4
386,17
628,28
570,3
387,9
747,4
554,22
456,3
578,37
406,11
20,8
171,18
366,10
684,22
57,1
408,16
601,41
769,3
775,16
500,26
110,43
147,1
746,24
343,26
253,7
589,16
202,33
205,32
501,17
640,3
798,28
596,35
657,3
209,43
1,3
105,1
579,3
211,28
305,32
703,1
235,3
389,21
534,17
220,1
425,3
168,8
530,3
443,28
303,1
527,4
349,3
261,25
591,17
207,28
102,3
537,32
262,15
594,3
186,28
750,11
34,14
665,1
159,3
334,14
335,1
233,7
88,17
622,2
227,10
333,23
608,36
183,3
2,15
580,1
731,8
475,31
280,4
170,40
269,15
510,16
469,1
648,41
624,23
476,1
158,10
503,31
210,28
590,21
115,47
337,1
48,1
430,12
727,8
190,3
8,3
444,7
252,16
551,34
600,3
651,39
46,1
64,15
745,26
499,24
487,1
187,3
498,21
719,40
526,5
75,4
362,4
216,6
516,3
358,34
613,1
107,10
289,38
517,20
778,6
94,3
461,3
135,11
374,6
550,27
732,28
134,6
225,4
766,36
625,16
783,3
241,36
663,9
669,3
266,36
533,3
673,1
434,22
355,35
438,3
101,46
638,24
710,5
454,8
185,8
6,42
474,20
301,22
557,6
319,4
787,39
299,1
222,17
228,3
240,1
709,16
274,10
300,13
561,17
598,37
42,28
733,0
302,37
329,8
28,22
212,1
136,3
486,10
109,40
773,11
151,1
81,24
108,16
271,39
549,32
260,32
650,28
19,1
226,3
459,1
420,21
522,39
524,1
463,17
272,6
462,8
675,11
14,18
62,30
737,43
68,14
491,38
298,1
365,14
485,1
92,32
467,2
321,10
232,9
464,10
72,30
458,9
221,3
653,31
126,1
465,3
645,16
148,14
306,28
4,9
545,28
436,1
191,19
67,11
562,21
286,9
246,3
133,28
693,3
543,3
96,14
195,9
457,32
679,3
728,9
621,0
558,16
284,4
504,20
121,31
288,10
174,3
792,10
265,28
502,0
279,12
385,10
192,1
314,3
384,41
348,28
180,8
47,16
584,2
113,21
564,3
69,0
363,35
282,3
10,36
609,2
615,18
740,1
234,12
636,42
74,7
360,37
678,11
85,38
667,38
565,3
711,32
616,15
720,28
577,9
793,13
626,1
373,3
597,28
531,11
763,9
157,15
664,11
627,32
795,5
372,23
471,3
267,4
368,3
12,10
345,16
548,1
239,1
173,1
312,3
560,6
569,44
164,1
525,8
779,16
630,0
58,3
483,6
145,2
215,36
786,29
494,3
770,46
219,10
514,1
437,14
631,1
521,30
445,3
726,18
742,14
791,7
687,9
629,21
451,15
701,36
414,13
175,1
619,24
396,4
315,39
394,1
706,10
633,4
507,27
17,1
797,28
273,32
130,17
275,11
229,3
116,16
646,5
146,3
98,42
450,5
670,38
342,38
322,32
668,3
753,36
283,28
106,39
623,14
523,10
799,4
473,28
323,1
538,8
197,7
652,35
519,42
760,10
245,28
784,24
90,11
780,8
724,9
568,19
155,3
367,16
43,25
449,15
196,36
639,16
705,40
248,24
539,3
744,3
318,20
184,7
213,47
674,4
540,1
413,22
582,0
647,24
230,36
356,6
734,7
285,32
200,11
256,21
188,29
330,4
412,8
59,3
295,4
714,1
484,22
49,28
642,10
223,9
656,3
218,28
377,3
250,27
142,1
172,26
599,31
